cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
0215,SPRING,TRUE,SPANSH,152,"Magical Realism and Its Discontent: Latin American Novels That Didn't Boom",b113a1c6d7fc21bf79d923c1c611f693,"Carpentier and Garcia Marquez found a narrative form to express Latin America's aesthetic particularity through magic and marvel. Since the publication of Cien anos de soledad, its remarkable impact generated different experimental responses attempting to work through Latin American social reality in very different ways. We read novels and short stories by Carpentier, Garcia Marquez, Rulfo, Cortazar, Borges, Donoso, Saer, Cabrera Infante, Glantz, Bolano, Fuguet, Bellatin and Aira. Also comics and films.",,"Conducted in Spanish.","M., 3-5, and an additional weekly section hour to be arranged",,
0216,SPRING,FALSE,BPH,222,"The Science of Human Nutrition","c9734c3a0f5463066658cffaa3d738c6,eb0b82d8a894c6dbf7e94b7d0a3ab3f1","A review of the biochemistry of carbohydrates, fats, proteins, vitamins, and minerals in the context of human disease. Contemporary topics are emphasized. Particular emphasis given to current knowledge of the mechanisms that may explain the role of diet in the causation and/or prevention of ischemic heart disease, diabetes, obesity, hypertension, and cancer. Recommended dietary intakes of selected nutrients are discussed in order to understand their limitations.","Introductory nutrition course. Prior familiarity with nutrition and the health sciences expected, as well as a basic knowledge of biochemistry and human physiology.","Offered jointly with the Medical School as BPH 733.0 and with the School of Public Health as NUT 202.","Tu., Th., 1:30-3:20",,
0218,FALL,FALSE,COMPSCI,351,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0218,SPRING,FALSE,COMPSCI,351,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0221,FALL,FALSE,VIROLOGY,310,"Cellular Transformation by SV40",ca9dba0a2c214f7988df35fff617d22f,,,,,,
0221,SPRING,FALSE,VIROLOGY,310,"Cellular Transformation by SV40",ca9dba0a2c214f7988df35fff617d22f,,,,,,
0230,FALL,FALSE,ECON,2812hf,"Research in Labor Economics",2385b7a6f221e630e40d2444a5fbbaa7,"Participants discuss recent research in labor economics and present their own work in progress. Open to doctoral students in economics who have passed their oral examinations.",,,"Tu., 1-2:30",,
0230,SPRING,FALSE,ECON,2812hf,"Research in Labor Economics",2385b7a6f221e630e40d2444a5fbbaa7,"Participants discuss recent research in labor economics and present their own work in progress. Open to doctoral students in economics who have passed their oral examinations.",,,"Tu., 1-2:30",,
0235,SPRING,TRUE,E-PSCI,100,"The Missing Matlab Course: An Introduction to Programming and Data Analysis",7edba0f5ca8a767c3b3e7ecaff527ecb,"An overview of modern computational tools with applications to the Earth Sciences. Introduction to the MATLAB programming and visualization environment. Topics include: statistical and time series analysis, visualization of two- and three-dimensional data sets, tools for solving linear/differential equations, parameter estimation methods. Labs emphasize applications of the methods and tools to a wide range of data in Earth Sciences.","Mathematics 1a, b; or equivalent.","Given in alternate years.","W., F., 2-5. Course time includes lecture and lab.",,
0239,SPRING,TRUE,ENG-SCI,252r,"Advanced Topics in Robotics Research",88eedfd7a7b7a1fdaeb94a08e4bb2be2,"A graduate seminar course on advanced topics in robotics research. Students read and present research papers and undertake a research project. Spring 2013 will focus on robot design and manipulation.","Engineering Sciences 159/259 or equivalent, or permission of instructor.",,"Tu., Th., 11:30-1",,
0240,FALL,FALSE,ARMEN,300,"Armenian Language and Literature",95ed776220db78d4fb2a6074cb6620b6,,,,,,
0243,FALL,FALSE,MCB,326,"Biochemical Virology",549e8cd8db16b7c847d3d9ad605ccf38,,,,,,
0243,SPRING,FALSE,MCB,326,"Biochemical Virology",549e8cd8db16b7c847d3d9ad605ccf38,,,,,,
0248,FALL,FALSE,OEB,359,Paleobotany,b82cd196ee80b3be9390f75ba4f1ee32,,,,,,
0248,SPRING,FALSE,OEB,359,Paleobotany,b82cd196ee80b3be9390f75ba4f1ee32,,,,,,
0249,FALL,FALSE,COMPSCI,187,"Computational Linguistics",96aea20751bf9770f185c3ed5ffbe11e,"Watson is the world Jeopardy champion. Siri responds accurately to ""Should I bring an umbrella tomorrow?"". How do they work? This course provides an introduction to the field of computational linguistics, the study of human language using the tools and techniques of computer science, with applications to a variety of natural-language-processing problems such as those deployed in Watson and Siri, and covers pertinent ideas from linguistics, logic programming, and statistical modeling. The course will include an experimental practicum component covering skills in technical writing and editing that should be of general use as well.","Computer Science 121 or permission of the instructor.",,"M., W., 2:30-4",,
0251,FALL,FALSE,APMTH,332,"Theoretical Mechanics in the Earth and Engineering Sciences",f96d4ee1144efb88d762f2b538386cf4,,,,,,
0251,SPRING,FALSE,APMTH,332,"Theoretical Mechanics in the Earth and Engineering Sciences",f96d4ee1144efb88d762f2b538386cf4,,,,,,
0253,FALL,FALSE,PHYSICS,143b,"Quantum Mechanics II",618e2d812144167df04dea9b9882fcdb,"Introduction to path integrals, identical particles, WKB approximation, time-dependent perturbation theory, photons and atoms, scattering theory, and relativistic quantum mechanics.","Physics 143a.",,"Tu., Th., 10&#8211;11:30 and a weekly section to be arranged; ",,
0255,FALL,FALSE,COMPSCI,352,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0255,SPRING,FALSE,COMPSCI,352,"Cryptography: Unbreakable Codes and Financial Cryptography",4be9442fed87550a69eb51565cd9c858,,,,,,
0259,FALL,FALSE,SOCIOL,305,"Teaching Practicum",458908b1d1ef32de0d790fe64551ab70,,,"Required of and limited to graduate students in Sociology. Attendance at first meeting is required. Not repeatable for credit.",,,
0263,FALL,FALSE,GOV,30,"American Government: A New Perspective",0d60e58bc45015673bb56c194d23c86e,"Provides an overview of contemporary American politics. It analyses the way in which recent changes in elections and media coverage have helped shape key aspects of American government, including the courts, Congress, and the Presidency, the workings of interest groups and political parties, and, also, the making of public policy. Permanent political campaigns have altered governmental institutions and processes. The course explains how and why.",,"This course, when taken for a letter grade, meets the General Education requirement for United States in the World. This course fulfills the requirement that one of the eight General Education courses also engage substantially with Study of the Past.","M., W., at 11",,
0264,SPRING,FALSE,PHYSICS,153,Electrodynamics,618e2d812144167df04dea9b9882fcdb,"Aimed at advanced undergraduates. Emphasis on the properties and sources of the electromagnetic fields and on the wave aspects of the fields. Course starts with electrostatics and subsequently develops the Maxwell equations. Topics: electrostatics, dielectrics, magnetostatics, electrodynamics, radiation, wave propagation in various media, wave optics, diffraction and interference. A number of applications of electrodynamics and optics in modern physics are discussed.","Physics 15a, b, and c, or written permission of the Head Tutor; Mathematics 21a, b or equivalent.",,"Tu., Th., 10-11:30",,
0265,FALL,FALSE,BCMP,320,"Systems and Synthetic Biology",2c8c9519d2789c87e957e48bc9123ebe,,,,,,
0265,SPRING,FALSE,BCMP,320,"Systems and Synthetic Biology",2c8c9519d2789c87e957e48bc9123ebe,,,,,,
0272,FALL,FALSE,GOV,1780,"International Political Economy",bf6fe0d2f9194c000ceac603dbabfc90,"Analyzes the interaction of politics and economics in the international arena. Focuses on international trade, investment, monetary, and financial relations. Includes discussion of developed, developing, and formerly centrally-planned nations.",,,"M., W., 2-3:30",,
0282,FALL,FALSE,MCB,91r,"Introduction to Research",cb95b92e491d145fc60a4f095e31423b,"Laboratory research in topics related to the Molecular and Cellular Biology Concentration under the direction of, or approved by, members of the Board of Tutors.",,"Limited to Molecular and Cellular Biology concentrators; written permission of both the tutor and laboratory sponsor must be submitted to the MCB Student Affairs Office prior to enrolling in the course. This introductory research course is intended to prepare students for MCB 99 and may ordinarily be repeated no more than once. Ordinarily may not be taken as a fifth course. A final paper must be submitted to the laboratory sponsor and to the MCB Student Affairs Office for review by the instructor and members of the Board of Tutors.","Hours to be arranged",,
0282,SPRING,FALSE,MCB,91r,"Introduction to Research",cb95b92e491d145fc60a4f095e31423b,"Laboratory research in topics related to the Molecular and Cellular Biology Concentration under the direction of, or approved by, members of the Board of Tutors.",,"Limited to Molecular and Cellular Biology concentrators; written permission of both the tutor and laboratory sponsor must be submitted to the MCB Student Affairs Office prior to enrolling in the course. This introductory research course is intended to prepare students for MCB 99 and may ordinarily be repeated no more than once. Ordinarily may not be taken as a fifth course. A final paper must be submitted to the laboratory sponsor and to the MCB Student Affairs Office for review by the instructor and members of the Board of Tutors.","Hours to be arranged",,
0284,FALL,FALSE,ANTHRO,3120,"Scientific Archaeology",3191d88825175d2767ab2f1f7afaf480,,,,,,
0284,SPRING,FALSE,ANTHRO,3120,"Scientific Archaeology",3191d88825175d2767ab2f1f7afaf480,,,,,,
0292,FALL,TRUE,ISLAMCIV,145a,"Introduction to Islamic Philosophy and Theology: Formative and Classical Periods (8th to 17th C.)",da65de331a6bba7e16cdf4f565fd0242,"An introductory survey of the development of Islamic theology and philosophy. We will examine and discuss some of the central problems that were much debated through the centuries, such as: the relationship between philosophy and faith; whether humans possess free will; how to understand apparently anthropomorphic expressions in Scripture; whether acts are good because God commands them or God commands them because they are good; and proofs for the existence of God.",,"Offered alternate years with Islamic Civilizations 145b. Though the two courses can be taken in either order, 145a covers the 8th-17th centuries and 145b covers the 19th-20th centuries. Offered jointly with the Divinity School as 3602.","Th., 3-5, and a weekly section to be arranged",,
0293,FALL,FALSE,IMUNOL,319,"Molecular Basis of Cell Adhesion and Migration",00f2946dc9da9740724ee895bea5b365,,,,,,
0293,SPRING,FALSE,IMUNOL,319,"Molecular Basis of Cell Adhesion and Migration",00f2946dc9da9740724ee895bea5b365,,,,,,
0296,SPRING,TRUE,HIST,81c,"The English Revolution",863cd63d49b513a1cce2f02af5bc25cf,"This course will fulfill the concentration requirement for a research course requiring the completion of an historical essay based on primary materials. It will explore the causes, course, and consequences of the English Revolution by focusing on selected topics covering the range of issues that dominated the period from the convening of the Lord Parliament to the execution of Charles I. Emphasis will be on research techniques and the use of seventeenth century sources.",,,"Hours to be arranged",,
